Date,Unnamed: 1,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Notes
"Sun, Mar 15, 2015",Box Score,Chicago Bulls,100,Oklahoma City Thunder,109,,
"Sun, Mar 15, 2015",Box Score,Cleveland Cavaliers,123,Orlando Magic,108,,
"Sun, Mar 15, 2015",Box Score,New York Knicks,89,Phoenix Suns,102,,
"Sun, Mar 15, 2015",Box Score,Minnesota Timberwolves,97,San Antonio Spurs,123,,
"Sun, Mar 15, 2015",Box Score,Portland Trail Blazers,113,Toronto Raptors,97,,
"Mon, Mar 16, 2015",Box Score,Philadelphia 76ers,89,Boston Celtics,108,,
"Mon, Mar 16, 2015",Box Score,Oklahoma City Thunder,115,Dallas Mavericks,119,,
"Mon, Mar 16, 2015",Box Score,Los Angeles Lakers,105,Golden State Warriors,108,,
"Mon, Mar 16, 2015",Box Score,Toronto Raptors,117,Indiana Pacers,98,,
"Mon, Mar 16, 2015",Box Score,Denver Nuggets,81,Memphis Grizzlies,92,,
"Mon, Mar 16, 2015",Box Score,Cleveland Cavaliers,92,Miami Heat,106,,
"Mon, Mar 16, 2015",Box Score,Brooklyn Nets,122,Minnesota Timberwolves,106,,
"Mon, Mar 16, 2015",Box Score,Atlanta Hawks,110,Sacramento Kings,103,,
"Mon, Mar 16, 2015",Box Score,Charlotte Hornets,66,Utah Jazz,94,,
"Mon, Mar 16, 2015",Box Score,Portland Trail Blazers,97,Washington Wizards,105,,
"Tue, Mar 17, 2015",Box Score,Memphis Grizzlies,95,Detroit Pistons,105,,
"Tue, Mar 17, 2015",Box Score,Orlando Magic,94,Houston Rockets,107,,
"Tue, Mar 17, 2015",Box Score,Charlotte Hornets,92,Los Angeles Clippers,99,,
"Tue, Mar 17, 2015",Box Score,Milwaukee Bucks,84,New Orleans Pelicans,85,,
"Tue, Mar 17, 2015",Box Score,San Antonio Spurs,100,New York Knicks,104,OT,
"Wed, Mar 18, 2015",Box Score,Indiana Pacers,86,Chicago Bulls,103,,
"Wed, Mar 18, 2015",Box Score,Brooklyn Nets,92,Cleveland Cavaliers,117,,
"Wed, Mar 18, 2015",Box Score,Orlando Magic,102,Dallas Mavericks,107,,
"Wed, Mar 18, 2015",Box Score,Atlanta Hawks,95,Golden State Warriors,114,,
"Wed, Mar 18, 2015",Box Score,Portland Trail Blazers,104,Miami Heat,108,,
"Wed, Mar 18, 2015",Box Score,San Antonio Spurs,114,Milwaukee Bucks,103,,
"Wed, Mar 18, 2015",Box Score,Boston Celtics,118,Oklahoma City Thunder,122,,
"Wed, Mar 18, 2015",Box Score,Detroit Pistons,83,Philadelphia 76ers,94,,
"Wed, Mar 18, 2015",Box Score,Los Angeles Clippers,116,Sacramento Kings,105,,
"Wed, Mar 18, 2015",Box Score,Minnesota Timberwolves,100,Toronto Raptors,105,,
"Wed, Mar 18, 2015",Box Score,Washington Wizards,88,Utah Jazz,84,,
"Thu, Mar 19, 2015",Box Score,Denver Nuggets,108,Houston Rockets,118,,
"Thu, Mar 19, 2015",Box Score,Utah Jazz,80,Los Angeles Lakers,73,,
"Thu, Mar 19, 2015",Box Score,Minnesota Timberwolves,95,New York Knicks,92,OT,
"Thu, Mar 19, 2015",Box Score,New Orleans Pelicans,72,Phoenix Suns,74,,
"Fri, Mar 20, 2015",Box Score,Milwaukee Bucks,127,Brooklyn Nets,129,3OT,
"Fri, Mar 20, 2015",Box Score,Toronto Raptors,92,Chicago Bulls,108,,
"Fri, Mar 20, 2015",Box Score,Indiana Pacers,92,Cleveland Cavaliers,95,,
"Fri, Mar 20, 2015",Box Score,Memphis Grizzlies,112,Dallas Mavericks,101,,
"Fri, Mar 20, 2015",Box Score,New Orleans Pelicans,96,Golden State Warriors,112,,
"Fri, Mar 20, 2015",Box Score,Washington Wizards,99,Los Angeles Clippers,113,,
"Fri, Mar 20, 2015",Box Score,Denver Nuggets,91,Miami Heat,108,,
"Fri, Mar 20, 2015",Box Score,Atlanta Hawks,115,Oklahoma City Thunder,123,,
"Fri, Mar 20, 2015",Box Score,Portland Trail Blazers,104,Orlando Magic,111,,
"Fri, Mar 20, 2015",Box Score,New York Knicks,81,Philadelphia 76ers,97,,
"Fri, Mar 20, 2015",Box Score,Charlotte Hornets,91,Sacramento Kings,101,,
"Fri, Mar 20, 2015",Box Score,Boston Celtics,89,San Antonio Spurs,101,,
"Sat, Mar 21, 2015",Box Score,Chicago Bulls,91,Detroit Pistons,107,,
"Sat, Mar 21, 2015",Box Score,Utah Jazz,91,Golden State Warriors,106,,
"Sat, Mar 21, 2015",Box Score,Phoenix Suns,117,Houston Rockets,102,,
"Sat, Mar 21, 2015",Box Score,Brooklyn Nets,123,Indiana Pacers,111,,
"Sat, Mar 21, 2015",Box Score,Portland Trail Blazers,86,Memphis Grizzlies,97,,
"Sun, Mar 22, 2015",Box Score,San Antonio Spurs,114,Atlanta Hawks,95,,
"Sun, Mar 22, 2015",Box Score,Detroit Pistons,105,Boston Celtics,97,OT,
"Sun, Mar 22, 2015",Box Score,New Orleans Pelicans,100,Los Angeles Clippers,107,,
"Sun, Mar 22, 2015",Box Score,Philadelphia 76ers,87,Los Angeles Lakers,101,,
"Sun, Mar 22, 2015",Box Score,Cleveland Cavaliers,108,Milwaukee Bucks,90,,
"Sun, Mar 22, 2015",Box Score,Charlotte Hornets,109,Minnesota Timberwolves,98,,
"Sun, Mar 22, 2015",Box Score,Miami Heat,75,Oklahoma City Thunder,93,,
"Sun, Mar 22, 2015",Box Score,Denver Nuggets,119,Orlando Magic,100,,
"Sun, Mar 22, 2015",Box Score,Dallas Mavericks,92,Phoenix Suns,98,,
"Sun, Mar 22, 2015",Box Score,Washington Wizards,86,Sacramento Kings,109,,
"Sun, Mar 22, 2015",Box Score,New York Knicks,89,Toronto Raptors,106,,
"Mon, Mar 23, 2015",Box Score,Boston Celtics,110,Brooklyn Nets,91,,
"Mon, Mar 23, 2015",Box Score,Charlotte Hornets,86,Chicago Bulls,98,,
"Mon, Mar 23, 2015",Box Score,Washington Wizards,76,Golden State Warriors,107,,
"Mon, Mar 23, 2015",Box Score,Houston Rockets,110,Indiana Pacers,100,,
"Mon, Mar 23, 2015",Box Score,Memphis Grizzlies,103,New York Knicks,82,,
"Mon, Mar 23, 2015",Box Score,Minnesota Timberwolves,106,Utah Jazz,104,OT,
"Tue, Mar 24, 2015",Box Score,San Antonio Spurs,94,Dallas Mavericks,101,,
"Tue, Mar 24, 2015",Box Score,Toronto Raptors,104,Detroit Pistons,108,,
"Tue, Mar 24, 2015",Box Score,Miami Heat,88,Milwaukee Bucks,89,,
"Tue, Mar 24, 2015",Box Score,Los Angeles Lakers,117,Oklahoma City Thunder,127,,
"Tue, Mar 24, 2015",Box Score,Golden State Warriors,122,Portland Trail Blazers,108,,
"Tue, Mar 24, 2015",Box Score,Philadelphia 76ers,106,Sacramento Kings,107,,
"Wed, Mar 25, 2015",Box Score,Miami Heat,93,Boston Celtics,86,,
"Wed, Mar 25, 2015",Box Score,Brooklyn Nets,91,Charlotte Hornets,88,,
"Wed, Mar 25, 2015",Box Score,Philadelphia 76ers,99,Denver Nuggets,85,,
"Wed, Mar 25, 2015",Box Score,Cleveland Cavaliers,111,Memphis Grizzlies,89,,
"Wed, Mar 25, 2015",Box Score,Los Angeles Lakers,101,Minnesota Timberwolves,99,OT,
"Wed, Mar 25, 2015",Box Score,Houston Rockets,95,New Orleans Pelicans,93,,
"Wed, Mar 25, 2015",Box Score,Los Angeles Clippers,111,New York Knicks,80,,
"Wed, Mar 25, 2015",Box Score,Atlanta Hawks,95,Orlando Magic,83,,
"Wed, Mar 25, 2015",Box Score,Sacramento Kings,108,Phoenix Suns,99,,
"Wed, Mar 25, 2015",Box Score,Oklahoma City Thunder,91,San Antonio Spurs,130,,
"Wed, Mar 25, 2015",Box Score,Chicago Bulls,116,Toronto Raptors,103,,
"Wed, Mar 25, 2015",Box Score,Portland Trail Blazers,92,Utah Jazz,89,,
"Wed, Mar 25, 2015",Box Score,Indiana Pacers,103,Washington Wizards,101,,
"Thu, Mar 26, 2015",Box Score,Indiana Pacers,107,Milwaukee Bucks,111,,
"Fri, Mar 27, 2015",Box Score,Miami Heat,86,Atlanta Hawks,99,,
"Fri, Mar 27, 2015",Box Score,Cleveland Cavaliers,98,Brooklyn Nets,106,,
"Fri, Mar 27, 2015",Box Score,Utah Jazz,91,Denver Nuggets,107,,
"Fri, Mar 27, 2015",Box Score,Minnesota Timberwolves,110,Houston Rockets,120,,
"Fri, Mar 27, 2015",Box Score,Golden State Warriors,107,Memphis Grizzlies,84,,
"Fri, Mar 27, 2015",Box Score,Sacramento Kings,88,New Orleans Pelicans,102,,
"Fri, Mar 27, 2015",Box Score,Boston Celtics,96,New York Knicks,92,,
"Fri, Mar 27, 2015",Box Score,Detroit Pistons,111,Orlando Magic,97,,
"Fri, Mar 27, 2015",Box Score,Los Angeles Clippers,119,Philadelphia 76ers,98,,
"Fri, Mar 27, 2015",Box Score,Portland Trail Blazers,87,Phoenix Suns,81,,
"Fri, Mar 27, 2015",Box Score,Dallas Mavericks,76,San Antonio Spurs,94,,
"Fri, Mar 27, 2015",Box Score,Los Angeles Lakers,83,Toronto Raptors,94,,
"Fri, Mar 27, 2015",Box Score,Charlotte Hornets,107,Washington Wizards,110,2OT,
"Sat, Mar 28, 2015",Box Score,New York Knicks,80,Chicago Bulls,111,,
"Sat, Mar 28, 2015",Box Score,Atlanta Hawks,100,Charlotte Hornets,115,,
"Sat, Mar 28, 2015",Box Score,Golden State Warriors,108,Milwaukee Bucks,95,,
"Sat, Mar 28, 2015",Box Score,Denver Nuggets,114,Portland Trail Blazers,120,,
"Sat, Mar 28, 2015",Box Score,Oklahoma City Thunder,89,Utah Jazz,94,,
"Sun, Mar 29, 2015",Box Score,Los Angeles Clippers,119,Boston Celtics,106,,
"Sun, Mar 29, 2015",Box Score,Los Angeles Lakers,99,Brooklyn Nets,107,,
"Sun, Mar 29, 2015",Box Score,Philadelphia 76ers,86,Cleveland Cavaliers,87,,
"Sun, Mar 29, 2015",Box Score,Dallas Mavericks,99,Indiana Pacers,104,,
"Sun, Mar 29, 2015",Box Score,Detroit Pistons,102,Miami Heat,109,,
"Sun, Mar 29, 2015",Box Score,Minnesota Timberwolves,88,New Orleans Pelicans,110,,
"Sun, Mar 29, 2015",Box Score,Oklahoma City Thunder,109,Phoenix Suns,97,,
"Sun, Mar 29, 2015",Box Score,Memphis Grizzlies,89,San Antonio Spurs,103,,
"Sun, Mar 29, 2015",Box Score,Houston Rockets,99,Washington Wizards,91,,
"Mon, Mar 30, 2015",Box Score,Milwaukee Bucks,88,Atlanta Hawks,101,,
"Mon, Mar 30, 2015",Box Score,Boston Celtics,116,Charlotte Hornets,104,,
"Mon, Mar 30, 2015",Box Score,Sacramento Kings,83,Memphis Grizzlies,97,,
"Mon, Mar 30, 2015",Box Score,Utah Jazz,104,Minnesota Timberwolves,84,,
"Mon, Mar 30, 2015",Box Score,Los Angeles Lakers,113,Philadelphia 76ers,111,OT,
"Mon, Mar 30, 2015",Box Score,Phoenix Suns,86,Portland Trail Blazers,109,,
"Mon, Mar 30, 2015",Box Score,Houston Rockets,96,Toronto Raptors,99,,
"Tue, Mar 31, 2015",Box Score,Indiana Pacers,106,Brooklyn Nets,111,,
"Tue, Mar 31, 2015",Box Score,Atlanta Hawks,95,Detroit Pistons,105,,
"Tue, Mar 31, 2015",Box Score,Golden State Warriors,110,Los Angeles Clippers,106,,
"Tue, Mar 31, 2015",Box Score,San Antonio Spurs,95,Miami Heat,81,,
"Wed, Apr 1, 2015",Box Score,Indiana Pacers,87,Boston Celtics,100,,
"Wed, Apr 1, 2015",Box Score,Detroit Pistons,78,Charlotte Hornets,102,,
"Wed, Apr 1, 2015",Box Score,Sacramento Kings,111,Houston Rockets,115,,
"Wed, Apr 1, 2015",Box Score,New Orleans Pelicans,113,Los Angeles Lakers,92,,
"Wed, Apr 1, 2015",Box Score,Chicago Bulls,91,Milwaukee Bucks,95,,
"Wed, Apr 1, 2015",Box Score,Toronto Raptors,113,Minnesota Timberwolves,99,,
"Wed, Apr 1, 2015",Box Score,Brooklyn Nets,100,New York Knicks,98,,
"Wed, Apr 1, 2015",Box Score,Dallas Mavericks,135,Oklahoma City Thunder,131,,
"Wed, Apr 1, 2015",Box Score,San Antonio Spurs,103,Orlando Magic,91,,
"Wed, Apr 1, 2015",Box Score,Los Angeles Clippers,126,Portland Trail Blazers,122,,
"Wed, Apr 1, 2015",Box Score,Denver Nuggets,84,Utah Jazz,98,,
"Wed, Apr 1, 2015",Box Score,Philadelphia 76ers,93,Washington Wizards,106,,
"Thu, Apr 2, 2015",Box Score,Miami Heat,88,Cleveland Cavaliers,114,,
"Thu, Apr 2, 2015",Box Score,Houston Rockets,108,Dallas Mavericks,101,,
"Thu, Apr 2, 2015",Box Score,Phoenix Suns,106,Golden State Warriors,107,,
"Fri, Apr 3, 2015",Box Score,Milwaukee Bucks,110,Boston Celtics,101,,
"Fri, Apr 3, 2015",Box Score,Toronto Raptors,109,Brooklyn Nets,114,,
"Fri, Apr 3, 2015",Box Score,Detroit Pistons,82,Chicago Bulls,88,,
"Fri, Apr 3, 2015",Box Score,Charlotte Hornets,74,Indiana Pacers,93,,
"Fri, Apr 3, 2015",Box Score,Portland Trail Blazers,107,Los Angeles Lakers,77,,
"Fri, Apr 3, 2015",Box Score,Oklahoma City Thunder,92,Memphis Grizzlies,100,,
"Fri, Apr 3, 2015",Box Score,Orlando Magic,97,Minnesota Timberwolves,84,,
"Fri, Apr 3, 2015",Box Score,New Orleans Pelicans,101,Sacramento Kings,95,,
"Fri, Apr 3, 2015",Box Score,Denver Nuggets,93,San Antonio Spurs,123,,
"Fri, Apr 3, 2015",Box Score,New York Knicks,87,Washington Wizards,101,,
"Sat, Apr 4, 2015",Box Score,Brooklyn Nets,99,Atlanta Hawks,131,,
"Sat, Apr 4, 2015",Box Score,Philadelphia 76ers,91,Charlotte Hornets,92,,
"Sat, Apr 4, 2015",Box Score,Golden State Warriors,123,Dallas Mavericks,110,,
"Sat, Apr 4, 2015",Box Score,Los Angeles Clippers,107,Denver Nuggets,92,,
"Sat, Apr 4, 2015",Box Score,Miami Heat,98,Detroit Pistons,99,,
"Sat, Apr 4, 2015",Box Score,Washington Wizards,92,Memphis Grizzlies,83,,
"Sat, Apr 4, 2015",Box Score,Orlando Magic,97,Milwaukee Bucks,90,,
"Sat, Apr 4, 2015",Box Score,Utah Jazz,85,Phoenix Suns,87,,
"Sat, Apr 4, 2015",Box Score,New Orleans Pelicans,90,Portland Trail Blazers,99,,
"Sat, Apr 4, 2015",Box Score,Boston Celtics,117,Toronto Raptors,116,OT,
"Sun, Apr 5, 2015",Box Score,Chicago Bulls,94,Cleveland Cavaliers,99,,
"Sun, Apr 5, 2015",Box Score,Miami Heat,89,Indiana Pacers,112,,
"Sun, Apr 5, 2015",Box Score,Los Angeles Clippers,106,Los Angeles Lakers,78,,
"Sun, Apr 5, 2015",Box Score,Philadelphia 76ers,91,New York Knicks,101,,
"Sun, Apr 5, 2015",Box Score,Houston Rockets,115,Oklahoma City Thunder,112,,
"Sun, Apr 5, 2015",Box Score,Utah Jazz,101,Sacramento Kings,95,,
"Sun, Apr 5, 2015",Box Score,Golden State Warriors,92,San Antonio Spurs,107,,
"Mon, Apr 6, 2015",Box Score,Portland Trail Blazers,96,Brooklyn Nets,106,,
"Tue, Apr 7, 2015",Box Score,Phoenix Suns,69,Atlanta Hawks,96,,
"Tue, Apr 7, 2015",Box Score,Los Angeles Lakers,100,Los Angeles Clippers,105,,
"Tue, Apr 7, 2015",Box Score,Charlotte Hornets,100,Miami Heat,105,,
"Tue, Apr 7, 2015",Box Score,Golden State Warriors,100,New Orleans Pelicans,103,,
"Tue, Apr 7, 2015",Box Score,San Antonio Spurs,113,Oklahoma City Thunder,88,,
"Tue, Apr 7, 2015",Box Score,Minnesota Timberwolves,111,Sacramento Kings,116,,
"Wed, Apr 8, 2015",Box Score,Atlanta Hawks,114,Brooklyn Nets,111,,
"Wed, Apr 8, 2015",Box Score,Toronto Raptors,92,Charlotte Hornets,74,,
"Wed, Apr 8, 2015",Box Score,Phoenix Suns,104,Dallas Mavericks,107,,
"Wed, Apr 8, 2015",Box Score,Los Angeles Lakers,101,Denver Nuggets,119,,
"Wed, Apr 8, 2015",Box Score,Boston Celtics,113,Detroit Pistons,103,,
"Wed, Apr 8, 2015",Box Score,New Orleans Pelicans,74,Memphis Grizzlies,110,,
"Wed, Apr 8, 2015",Box Score,Cleveland Cavaliers,104,Milwaukee Bucks,99,,
"Wed, Apr 8, 2015",Box Score,Indiana Pacers,102,New York Knicks,86,,
"Wed, Apr 8, 2015",Box Score,Chicago Bulls,103,Orlando Magic,105,,
"Wed, Apr 8, 2015",Box Score,Washington Wizards,119,Philadelphia 76ers,90,,
"Wed, Apr 8, 2015",Box Score,Minnesota Timberwolves,91,Portland Trail Blazers,116,,
"Wed, Apr 8, 2015",Box Score,Houston Rockets,98,San Antonio Spurs,110,,
"Wed, Apr 8, 2015",Box Score,Sacramento Kings,91,Utah Jazz,103,,
"Thu, Apr 9, 2015",Box Score,Portland Trail Blazers,105,Golden State Warriors,116,,
"Thu, Apr 9, 2015",Box Score,Chicago Bulls,89,Miami Heat,78,,
"Fri, Apr 10, 2015",Box Score,Charlotte Hornets,80,Atlanta Hawks,104,,
"Fri, Apr 10, 2015",Box Score,Washington Wizards,80,Brooklyn Nets,117,,
"Fri, Apr 10, 2015",Box Score,Boston Celtics,99,Cleveland Cavaliers,90,,
"Fri, Apr 10, 2015",Box Score,Dallas Mavericks,144,Denver Nuggets,143,2OT,
"Fri, Apr 10, 2015",Box Score,Indiana Pacers,107,Detroit Pistons,103,,
"Fri, Apr 10, 2015",Box Score,San Antonio Spurs,104,Houston Rockets,103,,
"Fri, Apr 10, 2015",Box Score,Minnesota Timberwolves,98,Los Angeles Lakers,106,,
"Fri, Apr 10, 2015",Box Score,Phoenix Suns,75,New Orleans Pelicans,90,,
"Fri, Apr 10, 2015",Box Score,Milwaukee Bucks,99,New York Knicks,91,,
"Fri, Apr 10, 2015",Box Score,Sacramento Kings,103,Oklahoma City Thunder,116,,
"Fri, Apr 10, 2015",Box Score,Toronto Raptors,101,Orlando Magic,99,,
"Fri, Apr 10, 2015",Box Score,Memphis Grizzlies,89,Utah Jazz,88,,
"Sat, Apr 11, 2015",Box Score,Philadelphia 76ers,107,Chicago Bulls,114,,
"Sat, Apr 11, 2015",Box Score,Minnesota Timberwolves,101,Golden State Warriors,110,,
"Sat, Apr 11, 2015",Box Score,Memphis Grizzlies,86,Los Angeles Clippers,94,,
"Sat, Apr 11, 2015",Box Score,Toronto Raptors,107,Miami Heat,104,,
"Sat, Apr 11, 2015",Box Score,New York Knicks,80,Orlando Magic,79,,
"Sat, Apr 11, 2015",Box Score,Utah Jazz,111,Portland Trail Blazers,105,,
"Sun, Apr 12, 2015",Box Score,Cleveland Cavaliers,78,Boston Celtics,117,,
"Sun, Apr 12, 2015",Box Score,Sacramento Kings,111,Denver Nuggets,122,,
"Sun, Apr 12, 2015",Box Score,Charlotte Hornets,77,Detroit Pistons,116,,
"Sun, Apr 12, 2015",Box Score,New Orleans Pelicans,114,Houston Rockets,121,,
"Sun, Apr 12, 2015",Box Score,Oklahoma City Thunder,104,Indiana Pacers,116,,
"Sun, Apr 12, 2015",Box Score,Dallas Mavericks,120,Los Angeles Lakers,106,,
"Sun, Apr 12, 2015",Box Score,Brooklyn Nets,73,Milwaukee Bucks,96,,
"Sun, Apr 12, 2015",Box Score,Phoenix Suns,91,San Antonio Spurs,107,,
"Sun, Apr 12, 2015",Box Score,Atlanta Hawks,99,Washington Wizards,108,,
"Mon, Apr 13, 2015",Box Score,New York Knicks,112,Atlanta Hawks,108,,
"Mon, Apr 13, 2015",Box Score,Chicago Bulls,113,Brooklyn Nets,86,,
"Mon, Apr 13, 2015",Box Score,Houston Rockets,100,Charlotte Hornets,90,,
"Mon, Apr 13, 2015",Box Score,Detroit Pistons,97,Cleveland Cavaliers,109,,
"Mon, Apr 13, 2015",Box Score,Memphis Grizzlies,107,Golden State Warriors,111,,
"Mon, Apr 13, 2015",Box Score,Denver Nuggets,103,Los Angeles Clippers,110,,
"Mon, Apr 13, 2015",Box Score,Orlando Magic,93,Miami Heat,100,,
"Mon, Apr 13, 2015",Box Score,New Orleans Pelicans,100,Minnesota Timberwolves,88,,
"Mon, Apr 13, 2015",Box Score,Portland Trail Blazers,90,Oklahoma City Thunder,101,,
"Mon, Apr 13, 2015",Box Score,Milwaukee Bucks,107,Philadelphia 76ers,97,,
"Mon, Apr 13, 2015",Box Score,Los Angeles Lakers,92,Sacramento Kings,102,,
"Mon, Apr 13, 2015",Box Score,Dallas Mavericks,92,Utah Jazz,109,,
"Tue, Apr 14, 2015",Box Score,Toronto Raptors,93,Boston Celtics,95,,
"Tue, Apr 14, 2015",Box Score,Washington Wizards,95,Indiana Pacers,99,2OT,
"Tue, Apr 14, 2015",Box Score,Los Angeles Clippers,112,Phoenix Suns,101,,
"Wed, Apr 15, 2015",Box Score,Orlando Magic,88,Brooklyn Nets,101,,
"Wed, Apr 15, 2015",Box Score,Atlanta Hawks,85,Chicago Bulls,91,,
"Wed, Apr 15, 2015",Box Score,Washington Wizards,108,Cleveland Cavaliers,113,OT,
"Wed, Apr 15, 2015",Box Score,Portland Trail Blazers,98,Dallas Mavericks,114,,
"Wed, Apr 15, 2015",Box Score,Denver Nuggets,126,Golden State Warriors,133,,
"Wed, Apr 15, 2015",Box Score,Utah Jazz,91,Houston Rockets,117,,
"Wed, Apr 15, 2015",Box Score,Sacramento Kings,122,Los Angeles Lakers,99,,
"Wed, Apr 15, 2015",Box Score,Indiana Pacers,83,Memphis Grizzlies,95,,
"Wed, Apr 15, 2015",Box Score,Boston Celtics,105,Milwaukee Bucks,100,,
"Wed, Apr 15, 2015",Box Score,Oklahoma City Thunder,138,Minnesota Timberwolves,113,,
"Wed, Apr 15, 2015",Box Score,San Antonio Spurs,103,New Orleans Pelicans,108,,
"Wed, Apr 15, 2015",Box Score,Detroit Pistons,112,New York Knicks,90,,
"Wed, Apr 15, 2015",Box Score,Miami Heat,105,Philadelphia 76ers,101,,
"Wed, Apr 15, 2015",Box Score,Charlotte Hornets,87,Toronto Raptors,92,,
